3,4,1386,452,115,270,1,1,1
3,5,1367,337,22,34,1,1,1
3,6,507,333,51,116,1,1,1
3,7,683,356,23,138,1,1,1
3,8,962,323,23,113,1,1,1
3,9,969,368,32,149,1,1,1
3,15,406,720,210,361,1,1,1
4,4,1386,452,115,270,1,1,1
4,5,1367,337,22,34,1,1,1
4,6,507,333,51,116,1,1,1
4,7,683,356,23,138,1,1,1
4,8,962,323,23,113,1,1,1
4,9,969,368,32,149,1,1,1
4,15,406,720,210,361,1,1,1
5,4,1386,452,115,270,1,1,1
5,5,1367,337,23,34,1,1,1
5,6,507,333,51,116,1,1,1
5,7,683,356,23,138,1,1,1
5,8,962,323,23,113,1,1,1
5,9,969,368,32,149,1,1,1
5,15,406,720,210,361,1,1,1
6,4,1386,452,115,270,1,1,1
6,5,1367,337,23,34,1,1,1
6,6,507,333,51,116,1,1,1
6,7,683,356,23,138,1,1,1
6,8,962,323,23,113,1,1,1
6,9,969,368,32,149,1,1,1
6,15,406,720,210,361,1,1,1
7,4,1386,452,115,270,1,1,1
7,5,1367,337,23,34,1,1,1
7,6,507,333,51,116,1,1,1
7,7,683,356,23,138,1,1,1
7,8,962,323,23,113,1,1,1
7,9,969,368,32,149,1,1,1
7,15,406,720,210,361,1,1,1
8,4,1386,452,115,270,1,1,1
8,5,1367,337,23,34,1,1,1
8,6,507,333,51,116,1,1,1
8,7,683,356,23,138,1,1,1
8,8,962,323,23,113,1,1,1
8,9,969,368,32,149,1,1,1
8,15,406,719,210,362,1,1,1
9,4,1386,452,115,270,1,1,1
9,5,1367,337,23,34,1,1,1
9,6,507,333,51,116,1,1,1
9,7,683,357,23,137,1,1,1
9,8,962,323,23,113,1,1,1
9,9,969,368,32,149,1,1,1
9,15,406,719,210,362,1,1,1
10,4,1386,452,115,270,1,1,1
10,5,1367,337,23,34,1,1,1
10,6,507,333,51,116,1,1,1
10,7,683,357,23,137,1,1,1
10,8,962,323,23,113,1,1,1
10,9,969,368,32,149,1,1,1
10,15,406,719,210,362,1,1,1
11,4,1386,452,115,270,1,1,1
11,5,1367,337,23,34,1,1,1
11,6,507,333,51,116,1,1,1
11,7,683,357,23,137,1,1,1
11,8,962,323,23,113,1,1,1
11,9,969,368,32,149,1,1,1
11,15,406,719,210,362,1,1,1
12,4,1386,452,115,270,1,1,1
12,5,1367,337,23,34,1,1,1
12,6,507,333,51,116,1,1,1
12,7,683,357,23,137,1,1,1
12,8,962,323,23,113,1,1,1
12,9,969,368,32,149,1,1,1
12,15,406,719,209,362,1,1,1
13,4,1386,452,115,270,1,1,1
13,5,1367,337,23,34,1,1,1
13,6,507,333,51,116,1,1,1
13,7,683,357,23,137,1,1,1
13,8,962,323,23,113,1,1,1
13,9,969,368,32,149,1,1,1
13,15,406,719,209,362,1,1,1
14,4,1385,452,116,270,1,1,1
14,5,1367,337,23,34,1,1,1
14,6,507,333,51,116,1,1,1
14,7,683,357,23,137,1,1,1
14,8,962,323,23,113,1,1,1
14,9,969,368,32,149,1,1,1
14,15,406,719,208,362,1,1,1
15,4,1385,452,116,270,1,1,1
15,5,1367,337,23,34,1,1,1
15,6,507,333,51,116,1,1,1
15,7,683,357,23,137,1,1,1
15,8,962,323,23,113,1,1,1
15,9,969,368,32,149,1,1,1
15,15,406,720,208,361,1,1,1
16,4,1385,452,116,270,1,1,1
16,5,1367,337,22,34,1,1,1
16,6,507,333,51,116,1,1,1
16,7,683,357,23,137,1,1,1
16,8,962,323,23,113,1,1,1
16,9,969,368,33,149,1,1,1
16,15,406,720,206,361,1,1,1
17,4,1385,452,116,270,1,1,1
17,5,1367,337,22,34,1,1,1
17,6,507,333,51,116,1,1,1
17,8,962,323,23,113,1,1,1
17,9,969,368,33,149,1,1,1
17,15,405,720,206,361,1,1,1
18,4,1385,452,116,270,1,1,1
18,5,1367,337,22,34,1,1,1
18,6,507,333,51,116,1,1,1
18,8,962,323,23,113,1,1,1
18,9,969,368,33,149,1,1,1
18,15,405,721,205,360,1,1,1
19,4,1385,452,116,271,1,1,1
19,5,1366,337,23,34,1,1,1
19,6,506,333,52,116,1,1,1
19,8,962,323,23,113,1,1,1
19,9,969,368,33,149,1,1,1
19,15,404,721,206,360,1,1,1
20,4,1385,452,116,271,1,1,1
20,5,1366,337,23,34,1,1,1
20,6,506,333,52,116,1,1,1
20,8,962,323,24,113,1,1,1
20,9,969,368,33,149,1,1,1
20,15,403,721,206,360,1,1,1
21,4,1385,453,116,270,1,1,1
21,5,1366,337,23,34,1,1,1
21,6,506,333,52,116,1,1,1
21,8,962,323,24,113,1,1,1
21,9,969,368,33,149,1,1,1
21,15,402,722,207,359,1,1,1
22,4,1385,453,116,270,1,1,1
22,5,1366,337,23,34,1,1,1
22,6,506,333,52,116,1,1,1
22,8,962,323,24,113,1,1,1
22,9,969,368,33,149,1,1,1
22,15,402,722,207,359,1,1,1
23,4,1385,453,116,270,1,1,1
23,5,1366,337,23,34,1,1,1
23,6,506,333,52,116,1,1,1
23,8,962,323,24,113,1,1,1
23,9,969,368,33,149,1,1,1
23,15,402,722,207,359,1,1,1
24,4,1385,453,116,270,1,1,1
24,5,1366,337,23,34,1,1,1
24,6,506,333,52,116,1,1,1
24,8,962,323,24,113,1,1,1
24,9,969,368,33,149,1,1,1
24,15,402,723,207,358,1,1,1
25,4,1385,453,116,270,1,1,1
25,5,1366,337,23,34,1,1,1
25,6,506,333,52,116,1,1,1
25,8,962,323,24,113,1,1,1
25,9,969,368,33,149,1,1,1
25,15,402,723,207,358,1,1,1
26,4,1385,453,116,270,1,1,1
26,5,1366,337,23,34,1,1,1
26,6,506,333,52,116,1,1,1
26,8,962,323,24,113,1,1,1
26,9,969,368,34,149,1,1,1
26,15,402,723,208,358,1,1,1
27,4,1385,453,116,270,1,1,1
27,5,1366,337,23,34,1,1,1
27,6,506,333,52,116,1,1,1
27,8,962,323,24,113,1,1,1
27,9,969,368,34,149,1,1,1
27,15,402,723,208,358,1,1,1
28,4,1385,453,116,270,1,1,1
28,5,1366,337,23,34,1,1,1
28,6,506,333,52,116,1,1,1
28,8,962,323,24,113,1,1,1
28,9,969,368,34,149,1,1,1
28,15,402,723,208,358,1,1,1
29,4,1385,453,116,270,1,1,1
29,5,1366,337,23,34,1,1,1
29,6,506,333,52,116,1,1,1
29,8,962,323,24,113,1,1,1
29,9,969,368,34,149,1,1,1
29,15,402,723,209,358,1,1,1
30,4,1385,453,116,270,1,1,1
30,5,1366,337,23,34,1,1,1
30,6,506,333,52,116,1,1,1
30,8,962,323,24,113,1,1,1
30,9,969,368,34,149,1,1,1
30,15,402,724,209,357,1,1,1
31,4,1385,453,116,270,1,1,1
31,5,1366,337,23,34,1,1,1
31,6,506,333,52,116,1,1,1
31,8,962,323,24,113,1,1,1
31,9,969,368,34,149,1,1,1
31,15,402,724,209,357,1,1,1
32,4,1385,453,116,270,1,1,1
32,5,1366,337,23,34,1,1,1
32,6,506,333,52,116,1,1,1
32,8,962,323,24,113,1,1,1
32,9,969,369,34,148,1,1,1
32,15,402,724,210,357,1,1,1
33,4,1385,453,117,270,1,1,1
33,5,1366,337,23,34,1,1,1
33,6,506,333,52,116,1,1,1
33,8,962,323,24,113,1,1,1
33,9,969,369,34,148,1,1,1
33,15,402,724,210,357,1,1,1
34,4,1385,453,117,270,1,1,1
34,5,1366,337,23,34,1,1,1
34,6,506,333,52,116,1,1,1
34,8,962,323,25,113,1,1,1
34,9,969,369,34,148,1,1,1
34,15,402,724,210,357,1,1,1
35,4,1385,453,117,270,1,1,1
35,5,1366,337,23,34,1,1,1
35,6,506,333,52,116,1,1,1
35,8,962,323,25,113,1,1,1
35,9,969,368,34,149,1,1,1
35,15,402,724,211,357,1,1,1
36,4,1385,453,117,270,1,1,1
36,5,1366,337,23,34,1,1,1
36,6,506,333,52,116,1,1,1
36,8,962,323,25,113,1,1,1
36,9,969,368,34,149,1,1,1
36,15,402,724,211,357,1,1,1
37,4,1385,453,117,270,1,1,1
37,5,1366,337,23,34,1,1,1
37,6,506,333,52,116,1,1,1
37,8,962,323,24,113,1,1,1
37,9,969,369,34,148,1,1,1
37,15,402,724,210,357,1,1,1
38,4,1385,453,117,270,1,1,1
38,5,1366,337,23,34,1,1,1
38,6,506,333,52,116,1,1,1
38,8,962,323,24,113,1,1,1
38,9,969,369,34,148,1,1,1
38,15,402,724,210,357,1,1,1
39,4,1385,453,117,270,1,1,1
39,5,1366,336,23,35,1,1,1
39,6,506,333,52,116,1,1,1
39,8,962,323,24,113,1,1,1
39,9,969,369,34,148,1,1,1
39,15,402,724,210,357,1,1,1
40,4,1385,453,117,270,1,1,1
40,5,1366,336,23,35,1,1,1
40,6,506,333,52,116,1,1,1
40,8,962,323,24,113,1,1,1
40,9,969,369,34,148,1,1,1
40,15,402,724,210,357,1,1,1
41,4,1385,453,117,270,1,1,1
41,5,1366,337,23,34,1,1,1
41,6,506,333,52,116,1,1,1
41,8,962,323,24,113,1,1,1
41,9,969,369,34,148,1,1,1
41,15,402,724,210,357,1,1,1
42,4,1385,453,118,270,1,1,1
42,5,1366,337,23,34,1,1,1
42,6,506,333,52,116,1,1,1
42,8,962,323,25,113,1,1,1
42,9,969,369,34,148,1,1,1
42,15,402,724,210,357,1,1,1
43,4,1385,453,118,270,1,1,1
43,5,1365,337,24,34,1,1,1
43,6,506,333,52,116,1,1,1
43,8,962,323,25,113,1,1,1
43,9,969,368,34,149,1,1,1
43,15,402,724,209,357,1,1,1
44,4,1385,453,118,270,1,1,1
44,5,1365,337,23,34,1,1,1
44,6,506,333,52,116,1,1,1
44,8,962,323,25,113,1,1,1
44,9,969,368,34,149,1,1,1
44,15,402,724,209,357,1,1,1
45,4,1385,453,118,270,1,1,1
45,5,1365,336,23,35,1,1,1
45,6,506,333,52,116,1,1,1
45,8,962,323,25,113,1,1,1
45,9,969,368,35,149,1,1,1
45,15,403,724,208,357,1,1,1
46,4,1385,453,118,270,1,1,1
46,5,1365,336,23,35,1,1,1
46,6,506,333,52,116,1,1,1
46,8,962,323,25,113,1,1,1
46,9,969,368,35,149,1,1,1
46,15,403,724,208,357,1,1,1
47,4,1385,453,118,270,1,1,1
47,5,1365,336,23,35,1,1,1
47,6,506,333,52,116,1,1,1
47,8,962,323,25,113,1,1,1
47,9,969,368,35,149,1,1,1
47,15,403,724,208,357,1,1,1
48,4,1385,453,118,270,1,1,1
48,5,1365,337,23,34,1,1,1
48,6,506,333,52,116,1,1,1
48,8,962,323,25,113,1,1,1
48,9,969,368,35,149,1,1,1
48,15,403,724,208,357,1,1,1
49,4,1385,453,118,270,1,1,1
49,5,1365,337,23,34,1,1,1
49,6,506,333,52,116,1,1,1
49,8,962,323,25,113,1,1,1
49,9,969,368,35,149,1,1,1
49,15,403,724,208,357,1,1,1
50,4,1385,453,119,270,1,1,1
50,5,1365,337,23,34,1,1,1
50,6,506,333,52,116,1,1,1
50,8,962,323,25,113,1,1,1
50,9,969,368,35,149,1,1,1
50,15,403,725,209,356,1,1,1
51,4,1385,454,119,269,1,1,1
51,5,1365,337,23,34,1,1,1
51,6,506,333,52,116,1,1,1
51,8,962,323,25,113,1,1,1
51,9,969,368,35,149,1,1,1
51,15,403,725,209,356,1,1,1
52,4,1385,454,119,269,1,1,1
52,5,1365,337,23,34,1,1,1
52,6,506,333,52,116,1,1,1
52,8,962,323,25,113,1,1,1
52,9,969,368,35,149,1,1,1
52,15,403,725,209,356,1,1,1
53,4,1385,454,119,269,1,1,1
53,5,1365,337,23,34,1,1,1
53,6,506,333,52,116,1,1,1
53,8,962,323,25,113,1,1,1
53,9,969,368,35,149,1,1,1
53,15,403,725,209,356,1,1,1
54,4,1385,454,119,269,1,1,1
54,5,1365,336,23,35,1,1,1
54,6,506,333,52,116,1,1,1
