3,1,192,152,43,96,1,1,1
3,5,0,292,73,144,1,1,1
3,6,1159,227,49,144,1,1,1
3,7,884,193,24,126,1,1,1
3,8,559,272,69,176,1,1,1
3,9,627,186,42,121,1,1,1
3,11,898,510,66,251,1,1,1
3,14,89,103,32,38,1,1,1
3,15,758,105,23,21,1,1,1
3,18,559,96,35,79,1,1,1
3,19,264,98,47,80,1,1,1
3,20,1299,140,32,97,1,1,1
4,1,192,152,43,96,1,1,1
4,5,0,293,73,143,1,1,1
4,6,1159,227,49,144,1,1,1
4,7,884,193,24,126,1,1,1
4,8,560,272,68,176,1,1,1
4,9,627,186,42,121,1,1,1
4,11,898,510,66,251,1,1,1
4,14,89,103,32,38,1,1,1
4,15,758,105,23,21,1,1,1
4,18,559,96,35,79,1,1,1
4,19,264,98,47,80,1,1,1
4,20,1299,140,32,97,1,1,1
5,1,192,152,43,96,1,1,1
5,5,0,293,73,143,1,1,1
5,6,1159,227,49,144,1,1,1
5,7,884,193,24,126,1,1,1
5,8,560,272,68,176,1,1,1
5,9,627,186,42,121,1,1,1
5,11,898,510,66,251,1,1,1
5,14,89,103,32,38,1,1,1
5,15,758,105,23,21,1,1,1
5,18,559,96,35,79,1,1,1
5,19,264,98,47,80,1,1,1
5,20,1299,140,32,97,1,1,1
6,1,192,152,43,96,1,1,1
6,5,0,293,73,143,1,1,1
6,6,1159,227,49,144,1,1,1
6,7,884,193,24,126,1,1,1
6,8,560,272,68,176,1,1,1
6,9,627,186,42,121,1,1,1
6,11,898,510,66,251,1,1,1
6,14,89,103,32,38,1,1,1
6,15,758,105,23,21,1,1,1
6,18,559,96,35,79,1,1,1
6,19,264,98,47,80,1,1,1
6,20,1299,140,32,97,1,1,1
7,1,192,152,43,96,1,1,1
7,5,0,293,73,143,1,1,1
7,6,1159,227,49,144,1,1,1
7,7,884,193,24,126,1,1,1
7,8,560,272,68,176,1,1,1
7,9,627,186,42,121,1,1,1
7,11,898,510,66,251,1,1,1
7,14,89,103,32,38,1,1,1
7,15,758,105,23,21,1,1,1
7,18,559,96,35,79,1,1,1
7,19,264,98,47,80,1,1,1
7,20,1299,140,32,97,1,1,1
8,1,192,152,43,96,1,1,1
8,5,0,293,73,143,1,1,1
8,6,1159,227,49,144,1,1,1
8,7,884,193,24,126,1,1,1
8,8,560,271,68,177,1,1,1
8,9,627,186,42,121,1,1,1
8,11,898,510,66,251,1,1,1
8,14,89,103,32,38,1,1,1
8,15,758,105,23,21,1,1,1
8,18,559,96,35,79,1,1,1
8,19,264,98,47,80,1,1,1
8,20,1299,140,32,97,1,1,1
9,1,192,152,43,96,1,1,1
9,5,0,293,73,143,1,1,1
9,6,1159,227,49,144,1,1,1
9,7,884,193,24,126,1,1,1
9,8,560,271,68,177,1,1,1
9,9,628,186,41,121,1,1,1
9,11,898,510,66,251,1,1,1
9,14,89,102,32,39,1,1,1
9,15,758,105,23,21,1,1,1
9,18,559,96,35,79,1,1,1
9,19,264,98,47,80,1,1,1
9,20,1299,140,32,97,1,1,1
10,1,192,152,43,96,1,1,1
10,5,0,294,73,142,1,1,1
10,6,1159,227,49,144,1,1,1
10,7,884,193,24,126,1,1,1
10,8,560,271,68,177,1,1,1
10,9,628,186,41,121,1,1,1
10,11,898,510,66,251,1,1,1
10,14,89,102,32,39,1,1,1
10,15,758,105,23,21,1,1,1
10,18,559,96,35,79,1,1,1
10,19,264,98,47,80,1,1,1
10,20,1299,139,32,98,1,1,1
11,1,192,152,43,96,1,1,1
11,5,0,294,73,142,1,1,1
11,6,1159,227,49,144,1,1,1
11,7,884,193,24,126,1,1,1
11,8,560,271,68,177,1,1,1
11,9,628,186,41,121,1,1,1
11,11,898,510,65,251,1,1,1
11,14,89,102,32,39,1,1,1
11,15,758,105,23,21,1,1,1
11,18,559,96,35,79,1,1,1
11,19,264,98,47,80,1,1,1
11,20,1299,139,32,98,1,1,1
12,1,192,152,43,96,1,1,1
12,5,0,293,73,143,1,1,1
12,6,1159,227,49,144,1,1,1
12,7,884,193,24,126,1,1,1
12,8,560,271,68,177,1,1,1
12,9,628,186,41,121,1,1,1
12,11,898,510,65,251,1,1,1
12,14,89,102,32,39,1,1,1
12,15,758,105,23,21,1,1,1
12,18,559,96,35,79,1,1,1
12,19,264,98,47,80,1,1,1
12,20,1299,139,32,98,1,1,1
13,1,192,152,43,96,1,1,1
13,5,0,294,73,142,1,1,1
13,6,1159,227,49,144,1,1,1
13,7,884,193,24,126,1,1,1
13,8,560,271,68,177,1,1,1
13,9,628,186,41,121,1,1,1
13,11,898,510,65,251,1,1,1
13,14,89,102,32,39,1,1,1
13,15,758,105,23,21,1,1,1
13,18,559,96,35,79,1,1,1
13,19,264,98,47,80,1,1,1
13,20,1299,139,32,98,1,1,1
14,1,192,152,43,96,1,1,1
14,5,0,294,73,142,1,1,1
14,6,1159,227,49,144,1,1,1
14,7,884,193,24,126,1,1,1
14,8,560,271,68,177,1,1,1
14,9,628,186,41,121,1,1,1
14,11,898,510,66,251,1,1,1
14,14,89,103,32,38,1,1,1
14,15,758,105,23,21,1,1,1
14,18,559,96,35,79,1,1,1
14,19,264,98,47,80,1,1,1
14,20,1299,139,32,98,1,1,1
15,1,192,152,43,96,1,1,1
15,5,0,294,73,142,1,1,1
15,6,1159,227,49,144,1,1,1
15,7,884,193,24,126,1,1,1
15,8,560,271,67,177,1,1,1
15,9,628,186,41,121,1,1,1
15,11,898,510,66,251,1,1,1
15,14,89,103,32,38,1,1,1
15,15,758,105,23,21,1,1,1
15,18,559,96,35,79,1,1,1
15,19,264,98,47,80,1,1,1
15,20,1299,139,32,98,1,1,1
16,1,192,152,43,96,1,1,1
16,5,0,295,73,141,1,1,1
16,6,1159,227,49,144,1,1,1
16,7,884,193,24,126,1,1,1
16,8,559,271,68,177,1,1,1
16,9,627,186,42,121,1,1,1
16,11,898,511,66,250,1,1,1
16,14,89,103,32,38,1,1,1
16,15,758,105,23,21,1,1,1
16,18,559,96,35,79,1,1,1
16,19,264,98,47,80,1,1,1
16,20,1299,139,32,98,1,1,1
17,1,192,152,43,96,1,1,1
17,5,0,295,73,141,1,1,1
17,6,1159,227,49,144,1,1,1
17,7,884,193,24,126,1,1,1
17,8,559,271,68,177,1,1,1
17,9,627,186,42,121,1,1,1
17,11,898,511,66,250,1,1,1
17,15,758,105,23,21,1,1,1
17,18,559,96,36,79,1,1,1
17,19,264,98,47,80,1,1,1
17,20,1299,139,32,98,1,1,1
18,1,192,152,43,96,1,1,1
18,5,0,295,73,141,1,1,1
18,6,1159,227,49,144,1,1,1
18,7,884,193,24,126,1,1,1
18,8,559,271,68,177,1,1,1
18,9,627,186,42,121,1,1,1
18,11,898,511,67,250,1,1,1
18,15,758,105,23,21,1,1,1
18,18,559,96,36,79,1,1,1
18,19,264,98,47,80,1,1,1
18,20,1299,139,31,98,1,1,1
19,1,192,152,43,96,1,1,1
19,5,0,295,73,141,1,1,1
19,6,1159,227,49,144,1,1,1
19,7,884,193,24,126,1,1,1
19,8,559,271,68,177,1,1,1
19,9,627,186,42,121,1,1,1
19,11,898,511,67,250,1,1,1
19,14,88,103,33,38,1,1,1
19,15,758,105,23,21,1,1,1
19,18,559,96,36,79,1,1,1
19,19,264,98,47,80,1,1,1
19,20,1299,139,31,98,1,1,1
20,1,192,152,43,96,1,1,1
20,5,0,295,73,141,1,1,1
20,6,1159,227,50,144,1,1,1
20,7,884,193,24,126,1,1,1
20,8,559,271,69,177,1,1,1
20,9,627,186,42,122,1,1,1
20,11,898,512,67,249,1,1,1
20,14,88,103,33,38,1,1,1
20,15,758,105,23,21,1,1,1
20,18,559,96,36,79,1,1,1
20,19,264,98,47,80,1,1,1
20,20,1299,139,31,98,1,1,1
21,1,192,152,43,96,1,1,1
21,5,0,295,73,141,1,1,1
21,6,1159,227,50,144,1,1,1
21,7,884,193,25,126,1,1,1
21,8,559,271,69,177,1,1,1
21,9,627,186,42,122,1,1,1
21,11,898,512,67,249,1,1,1
21,14,88,103,33,38,1,1,1
21,15,758,105,23,21,1,1,1
21,18,559,96,35,79,1,1,1
21,19,264,98,47,80,1,1,1
21,20,1299,139,31,98,1,1,1
22,1,192,152,43,96,1,1,1
22,5,0,295,73,141,1,1,1
22,6,1159,227,50,144,1,1,1
22,7,884,193,25,126,1,1,1
22,8,559,271,69,177,1,1,1
22,9,627,186,42,122,1,1,1
22,11,898,512,67,249,1,1,1
22,14,88,103,33,38,1,1,1
22,15,759,105,22,21,1,1,1
22,18,559,96,35,79,1,1,1
22,19,264,98,47,80,1,1,1
22,20,1299,139,31,98,1,1,1
23,1,192,152,43,96,1,1,1
23,5,0,295,73,141,1,1,1
23,6,1159,227,50,144,1,1,1
23,7,884,193,25,126,1,1,1
23,8,558,271,70,177,1,1,1
23,9,627,186,42,122,1,1,1
23,11,898,512,68,249,1,1,1
23,14,88,103,33,38,1,1,1
23,15,759,105,22,21,1,1,1
23,18,559,96,35,79,1,1,1
23,19,264,98,47,80,1,1,1
23,20,1299,139,31,98,1,1,1
24,1,192,152,43,96,1,1,1
24,5,0,295,73,141,1,1,1
24,6,1159,227,50,144,1,1,1
24,7,884,193,25,126,1,1,1
24,8,558,271,69,177,1,1,1
24,9,627,186,42,122,1,1,1
24,11,898,512,68,249,1,1,1
24,14,88,103,33,38,1,1,1
24,15,759,105,22,21,1,1,1
24,18,559,96,35,79,1,1,1
24,19,264,98,47,80,1,1,1
24,20,1299,139,31,98,1,1,1
25,1,192,152,43,96,1,1,1
25,5,0,295,73,141,1,1,1
25,6,1159,227,49,144,1,1,1
25,7,884,193,25,126,1,1,1
25,8,558,271,69,177,1,1,1
25,9,627,186,42,122,1,1,1
25,11,898,512,68,249,1,1,1
25,14,88,103,33,38,1,1,1
25,15,759,106,22,20,1,1,1
25,18,559,96,35,79,1,1,1
25,19,264,98,47,80,1,1,1
25,20,1299,139,31,98,1,1,1
26,1,192,152,43,96,1,1,1
26,5,0,296,73,140,1,1,1
26,6,1159,227,49,144,1,1,1
26,7,884,193,25,126,1,1,1
26,8,558,271,69,177,1,1,1
26,9,627,186,42,122,1,1,1
26,11,898,512,68,249,1,1,1
26,14,88,103,33,38,1,1,1
26,15,759,106,22,20,1,1,1
26,18,559,96,36,79,1,1,1
26,19,264,98,47,80,1,1,1
26,20,1299,139,31,98,1,1,1
27,1,192,152,43,96,1,1,1
27,5,0,296,73,140,1,1,1
27,6,1159,227,49,144,1,1,1
27,7,884,193,25,126,1,1,1
27,8,558,271,69,177,1,1,1
27,9,627,186,42,122,1,1,1
27,11,898,512,68,249,1,1,1
27,14,88,103,33,38,1,1,1
27,15,759,106,22,20,1,1,1
27,18,559,96,36,79,1,1,1
27,19,264,98,47,80,1,1,1
27,20,1299,139,31,98,1,1,1
28,1,192,152,43,96,1,1,1
28,5,0,296,73,140,1,1,1
28,6,1159,227,49,144,1,1,1
28,7,884,193,25,126,1,1,1
28,8,558,271,69,177,1,1,1
28,9,627,186,42,122,1,1,1
28,11,898,512,68,249,1,1,1
28,14,88,103,33,38,1,1,1
28,15,759,106,22,20,1,1,1
28,18,559,96,36,79,1,1,1
28,19,264,98,47,80,1,1,1
28,20,1299,139,31,98,1,1,1
29,1,192,152,43,96,1,1,1
29,5,0,295,73,141,1,1,1
29,6,1159,227,49,144,1,1,1
29,7,884,193,25,126,1,1,1
29,8,557,271,70,177,1,1,1
29,9,627,186,42,122,1,1,1
29,11,898,512,69,249,1,1,1
29,14,88,103,33,38,1,1,1
29,15,759,105,22,21,1,1,1
29,18,559,96,36,79,1,1,1
29,19,264,98,47,80,1,1,1
29,20,1299,139,31,98,1,1,1
30,1,192,152,43,96,1,1,1
30,5,0,295,73,141,1,1,1
30,6,1159,227,49,144,1,1,1
30,7,885,193,24,126,1,1,1
30,8,557,271,71,177,1,1,1
30,9,627,186,42,122,1,1,1
30,11,898,512,69,249,1,1,1
30,14,88,103,33,38,1,1,1
30,15,759,105,22,21,1,1,1
30,18,559,96,36,79,1,1,1
30,19,264,98,47,80,1,1,1
30,20,1299,140,31,97,1,1,1
31,1,192,152,43,96,1,1,1
31,5,0,295,73,141,1,1,1
31,6,1159,227,49,144,1,1,1
31,7,885,193,24,126,1,1,1
31,8,557,271,71,177,1,1,1
31,9,626,186,43,122,1,1,1
31,11,898,512,69,249,1,1,1
31,14,88,103,33,38,1,1,1
31,15,759,105,22,21,1,1,1
31,18,559,96,36,79,1,1,1
31,19,264,98,47,80,1,1,1
31,20,1299,140,31,97,1,1,1
32,1,192,152,43,96,1,1,1
32,5,0,295,73,141,1,1,1
32,6,1159,227,48,144,1,1,1
32,7,885,193,23,126,1,1,1
32,8,557,271,71,177,1,1,1
32,9,626,186,43,122,1,1,1
32,11,898,512,69,249,1,1,1
32,14,88,103,33,38,1,1,1
32,15,759,105,22,21,1,1,1
32,18,559,96,36,79,1,1,1
32,19,264,98,47,80,1,1,1
32,20,1299,140,31,97,1,1,1
33,1,192,152,43,96,1,1,1
33,5,0,295,73,141,1,1,1
33,6,1159,227,48,144,1,1,1
33,7,885,193,23,126,1,1,1
33,8,557,271,71,177,1,1,1
33,9,626,186,43,122,1,1,1
33,11,898,512,69,249,1,1,1
33,14,88,103,33,38,1,1,1
33,15,758,105,23,21,1,1,1
33,18,559,96,36,79,1,1,1
33,19,264,98,47,80,1,1,1
33,20,1299,140,31,97,1,1,1
34,1,192,152,43,96,1,1,1
34,5,0,295,73,141,1,1,1
34,6,1159,227,48,144,1,1,1
34,7,885,193,23,126,1,1,1
34,8,557,271,71,177,1,1,1
34,9,626,186,43,122,1,1,1
34,11,898,512,69,249,1,1,1
34,15,758,106,23,20,1,1,1
34,18,559,96,36,79,1,1,1
34,19,264,98,47,80,1,1,1
34,20,1299,140,31,97,1,1,1
35,1,192,152,43,96,1,1,1
35,5,0,294,73,142,1,1,1
35,6,1159,227,48,144,1,1,1
35,7,885,193,23,126,1,1,1
35,8,557,271,71,177,1,1,1
35,9,626,186,43,122,1,1,1
35,11,898,512,69,249,1,1,1
35,15,758,106,23,20,1,1,1
35,18,559,96,36,79,1,1,1
35,19,264,98,47,80,1,1,1
35,20,1299,140,31,97,1,1,1
36,1,192,152,43,96,1,1,1
36,5,0,294,73,142,1,1,1
36,6,1159,227,48,144,1,1,1
36,7,885,194,23,125,1,1,1
36,8,557,272,71,176,1,1,1
36,9,626,186,43,122,1,1,1
36,11,898,512,70,249,1,1,1
36,15,758,106,23,20,1,1,1
36,18,559,96,36,79,1,1,1
36,19,264,98,47,80,1,1,1
36,20,1299,140,31,97,1,1,1
37,1,192,152,43,96,1,1,1
37,5,0,294,73,142,1,1,1
37,6,1159,227,48,144,1,1,1
37,7,885,194,23,125,1,1,1
37,8,557,272,71,176,1,1,1
37,9,627,186,42,122,1,1,1
37,11,898,512,70,249,1,1,1
37,15,758,106,23,20,1,1,1
37,18,559,96,36,79,1,1,1
37,19,264,98,47,80,1,1,1
37,20,1299,140,31,97,1,1,1
38,1,192,152,43,96,1,1,1
38,5,0,294,73,142,1,1,1
38,6,1159,227,48,144,1,1,1
38,7,885,194,23,125,1,1,1
38,8,557,272,71,176,1,1,1
38,9,626,186,43,122,1,1,1
38,11,898,512,70,249,1,1,1
38,15,758,106,23,20,1,1,1
38,18,559,96,36,79,1,1,1
38,19,264,98,47,80,1,1,1
38,20,1299,140,31,97,1,1,1
39,1,192,152,43,96,1,1,1
39,5,0,293,73,143,1,1,1
39,6,1159,227,48,144,1,1,1
39,7,885,194,23,125,1,1,1
39,8,557,272,71,176,1,1,1
39,9,626,186,43,122,1,1,1
39,11,898,512,70,249,1,1,1
39,15,758,106,23,20,1,1,1
39,18,559,96,36,79,1,1,1
39,19,264,98,47,80,1,1,1
39,20,1299,140,31,97,1,1,1
40,1,192,152,43,96,1,1,1
40,5,0,293,73,143,1,1,1
40,6,1159,227,48,144,1,1,1
40,7,885,194,23,125,1,1,1
40,8,557,272,71,176,1,1,1
40,9,626,186,43,122,1,1,1
40,11,898,512,70,249,1,1,1
40,15,758,106,23,20,1,1,1
40,18,559,96,36,79,1,1,1
40,19,264,98,47,80,1,1,1
40,20,1299,140,31,97,1,1,1
41,1,192,152,43,96,1,1,1
41,5,0,293,73,143,1,1,1
41,6,1159,227,48,144,1,1,1
41,7,885,194,24,125,1,1,1
41,8,557,272,71,176,1,1,1
41,9,626,186,43,122,1,1,1
41,11,898,512,70,249,1,1,1
41,15,758,106,23,20,1,1,1
41,18,559,96,36,79,1,1,1
41,19,264,98,47,80,1,1,1
41,20,1299,140,31,97,1,1,1
42,1,192,152,43,96,1,1,1
42,5,0,292,73,144,1,1,1
42,6,1159,227,48,144,1,1,1
42,7,885,194,24,125,1,1,1
42,8,557,272,71,176,1,1,1
42,9,625,186,44,122,1,1,1
42,11,898,511,70,250,1,1,1
42,14,88,103,33,38,1,1,1
42,15,758,106,23,20,1,1,1
42,18,559,96,36,79,1,1,1
42,19,264,98,47,80,1,1,1
42,20,1299,140,31,97,1,1,1
43,1,192,152,43,96,1,1,1
43,5,0,292,73,144,1,1,1
43,6,1159,227,48,144,1,1,1
43,7,885,194,24,125,1,1,1
43,8,557,272,71,176,1,1,1
